*******************************************************************************
 Revised: April 12, 2021                 Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised May 9, 2022):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean surface temp (Ts), K= 287.6           Volume, km^3    = 1.08321 x 10^12
  Mean effect. temp (Te), K= 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Tue Nov 11 14:21:47 2025 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2025-Nov-10 00:00:00.0000 TDB
Stop  time      : A.D. 2025-Nov-17 00:00:00.0000 TDB
Step-size       : 4 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2460995.788888889, A.D. 2025-Nov-16 06:56:00.0000,  8.735507751962948E+07,  1.194076630419121E+08, -7.408852538399398E+03, -2.452786930933233E+01,  1.748741183064275E+01,  5.231847162967540E-05,  4.935069190522295E+02,  1.479496523026749E+08, -3.683884693128390E-01,
2460995.791666667, A.D. 2025-Nov-16 07:00:00.0000,  8.734919072703737E+07,  1.194118598796666E+08, -7.408840005427599E+03, -2.452873561510508E+01,  1.748623611500968E+01,  5.212293378420441E-05,  4.935066241419868E+02,  1.479495638908083E+08, -3.683770854166246E-01,
2460995.794444445, A.D. 2025-Nov-16 07:04:00.0000,  8.734330372653881E+07,  1.194160564352435E+08, -7.408827519424260E+03, -2.452960186347043E+01,  1.748506035186802E+01,  5.192706522105794E-05,  4.935063292408570E+02,  1.479494754816738E+08, -3.683657025964170E-01,
2460995.797222222, A.D. 2025-Nov-16 07:08:00.0000,  8.733741651814751E+07,  1.194202527086316E+08, -7.408815080463886E+03, -2.453046805442395E+01,  1.748388454122130E+01,  5.173086606635735E-05,  4.935060343488396E+02,  1.479493870752710E+08, -3.683543208508757E-01,
2460995.800000000, A.D. 2025-Nov-16 07:12:00.0000,  8.733152910187727E+07,  1.194244486998195E+08, -7.408802688628435E+03, -2.453133418796122E+01,  1.748270868307307E+01,  5.153433644977667E-05,  4.935057394659332E+02,  1.479492986715997E+08, -3.683429401786806E-01,
2460995.802777778, A.D. 2025-Nov-16 07:16:00.0000,  8.732564147774188E+07,  1.194286444087957E+08, -7.408790344007313E+03, -2.453220026407782E+01,  1.748153277742687E+01,  5.133747648411457E-05,  4.935054445921372E+02,  1.479492102706596E+08, -3.683315605785219E-01,
2460995.805555556, A.D. 2025-Nov-16 07:20:00.0000,  8.731975364575511E+07,  1.194328398355489E+08, -7.408778046667576E+03, -2.453306628276933E+01,  1.748035682428626E+01,  5.114028629638057E-05,  4.935051497274510E+02,  1.479491218724506E+08, -3.683201820490696E-01,
2460995.808333333, A.D. 2025-Nov-16 07:24:00.0000,  8.731386560593076E+07,  1.194370349800676E+08, -7.408765796698630E+03, -2.453393224403135E+01,  1.747918082365478E+01,  5.094276601713688E-05,  4.935048548718734E+02,  1.479490334769722E+08, -3.683088045890237E-01,
2460995.811111111, A.D. 2025-Nov-16 07:28:00.0000,  8.730797735828258E+07,  1.194412298423404E+08, -7.408753594182432E+03, -2.453479814785943E+01,  1.747800477553598E+01,  5.074491575918216E-05,  4.935045600254036E+02,  1.479489450842243E+08, -3.682974281970366E-01,
2460995.813888889, A.D. 2025-Nov-16 07:32:00.0000,  8.730208890282437E+07,  1.194454244223561E+08, -7.408741439163685E+03, -2.453566399424919E+01,  1.747682867993340E+01,  5.054673565307866E-05,  4.935042651880408E+02,  1.479488566942066E+08, -3.682860528718193E-01,
2460995.816666667, A.D. 2025-Nov-16 07:36:00.0000,  8.729620023956992E+07,  1.194496187201030E+08, -7.408729331746697E+03, -2.453652978319618E+01,  1.747565253685060E+01,  5.034822581606591E-05,  4.935039703597840E+02,  1.479487683069188E+08, -3.682746786120292E-01,
2460995.819444444, A.D. 2025-Nov-16 07:40:00.0000,  8.729031136853303E+07,  1.194538127355699E+08, -7.408717272035778E+03, -2.453739551469601E+01,  1.747447634629114E+01,  5.014938637959432E-05,  4.935036755406326E+02,  1.479486799223607E+08, -3.682633054163610E-01,
2460995.822222222, A.D. 2025-Nov-16 07:44:00.0000,  8.728442228972746E+07,  1.194580064687454E+08, -7.408705260075629E+03, -2.453826118874426E+01,  1.747330010825855E+01,  4.995021746001527E-05,  4.935033807305857E+02,  1.479485915405321E+08, -3.682519332834901E-01,
2460995.825000000, A.D. 2025-Nov-16 07:48:00.0000,  8.727853300316703E+07,  1.194621999196181E+08, -7.408693295955658E+03, -2.453912680533650E+01,  1.747212382275640E+01,  4.975071918522644E-05,  4.935030859296423E+02,  1.479485031614327E+08, -3.682405622120949E-01,
2460995.827777778, A.D. 2025-Nov-16 07:52:00.0000,  8.727264350886551E+07,  1.194663930881765E+08, -7.408681379750371E+03, -2.453999236446834E+01,  1.747094748978823E+01,  4.955089167957283E-05,  4.935027911378016E+02,  1.479484147850622E+08, -3.682291922008654E-01,
2460995.830555555, A.D. 2025-Nov-16 07:56:00.0000,  8.726675380683668E+07,  1.194705859744094E+08, -7.408669511564076E+03, -2.454085786613536E+01,  1.746977110935760E+01,  4.935073506295851E-05,  4.935024963550629E+02,  1.479483264114203E+08, -3.682178232484750E-01,
2460995.833333333, A.D. 2025-Nov-16 08:00:00.0000,  8.726086389709437E+07,  1.194747785783052E+08, -7.408657691426575E+03, -2.454172331033314E+01,  1.746859468146807E+01,  4.915024946594571E-05,  4.935022015814251E+02,  1.479482380405070E+08, -3.682064553536120E-01,
2460995.836111111, A.D. 2025-Nov-16 08:04:00.0000,  8.725497377965233E+07,  1.194789708998527E+08, -7.408645919457078E+03, -2.454258869705729E+01,  1.746741820612320E+01,  4.894943500577398E-05,  4.935019068168876E+02,  1.479481496723217E+08, -3.681950885149535E-01,
2460995.838888889, A.D. 2025-Nov-16 08:08:00.0000,  8.724908345452438E+07,  1.194831629390404E+08, -7.408634195722640E+03, -2.454345402630338E+01,  1.746624168332653E+01,  4.874829180767648E-05,  4.935016120614495E+02,  1.479480613068644E+08, -3.681837227311745E-01,
2460995.841666667, A.D. 2025-Nov-16 08:12:00.0000,  8.724319292172430E+07,  1.194873546958569E+08, -7.408622520312667E+03, -2.454431929806701E+01,  1.746506511308164E+01,  4.854681999688637E-05,  4.935013173151098E+02,  1.479479729441347E+08, -3.681723580009600E-01,
2460995.844444444, A.D. 2025-Nov-16 08:16:00.0000,  8.723730218126589E+07,  1.194915461702909E+08, -7.408610893286765E+03, -2.454518451234376E+01,  1.746388849539207E+01,  4.834501970130134E-05,  4.935010225778677E+02,  1.479478845841324E+08, -3.681609943229822E-01,
2460995.847222222, A.D. 2025-Nov-16 08:20:00.0000,  8.723141123316297E+07,  1.194957373623309E+08, -7.408599314734340E+03, -2.454604966912924E+01,  1.746271183026138E+01,  4.814289103816094E-05,  4.935007278497224E+02,  1.479477962268573E+08, -3.681496316959453E-01,
2460995.850000000, A.D. 2025-Nov-16 08:24:00.0000,  8.722552007742932E+07,  1.194999282719656E+08, -7.408587784722447E+03, -2.454691476841903E+01,  1.746153511769316E+01,  4.794043413358651E-05,  4.935004331306731E+02,  1.479477078723091E+08, -3.681382701185115E-01,
2460995.852777778, A.D. 2025-Nov-16 08:28:00.0000,  8.721962871407872E+07,  1.195041188991836E+08, -7.408576303333044E+03, -2.454777981020872E+01,  1.746035835769094E+01,  4.773764911547573E-05,  4.935001384207190E+02,  1.479476195204876E+08, -3.681269095893563E-01,
2460995.855555556, A.D. 2025-Nov-16 08:32:00.0000,  8.721373714312500E+07,  1.195083092439735E+08, -7.408564870677888E+03, -2.454864479449393E+01,  1.745918155025830E+01,  4.753453610284453E-05,  4.934998437198592E+02,  1.479475311713924E+08, -3.681155501071677E-01,
2460995.858333333, A.D. 2025-Nov-16 08:36:00.0000,  8.720784536458197E+07,  1.195124993063239E+08, -7.408553486794233E+03, -2.454950972127023E+01,  1.745800469539878E+01,  4.733109522447876E-05,  4.934995490280928E+02,  1.479474428250235E+08, -3.681041916706436E-01,
2460995.861111111, A.D. 2025-Nov-16 08:40:00.0000,  8.720195337846340E+07,  1.195166890862235E+08, -7.408542151771486E+03, -2.455037459053323E+01,  1.745682779311598E+01,  4.712732660383523E-05,  4.934992543454191E+02,  1.479473544813804E+08, -3.680928342784414E-01,
2460995.863888889, A.D. 2025-Nov-16 08:44:00.0000,  8.719606118478312E+07,  1.195208785836608E+08, -7.408530865706503E+03, -2.455123940227851E+01,  1.745565084341343E+01,  4.692323036703527E-05,  4.934989596718372E+02,  1.479472661404629E+08, -3.680814779292478E-01,
2460995.866666667, A.D. 2025-Nov-16 08:48:00.0000,  8.719016878355491E+07,  1.195250677986245E+08, -7.408519628651440E+03, -2.455210415650170E+01,  1.745447384629473E+01,  4.671880663398298E-05,  4.934986650073461E+02,  1.479471778022709E+08, -3.680701226217509E-01,
2460995.869444444, A.D. 2025-Nov-16 08:52:00.0000,  8.718427617479260E+07,  1.195292567311033E+08, -7.408508440703154E+03, -2.455296885319836E+01,  1.745329680176341E+01,  4.651405553079968E-05,  4.934983703519453E+02,  1.479470894668040E+08, -3.680587683546241E-01,
2460995.872222222, A.D. 2025-Nov-16 08:56:00.0000,  8.717838335850997E+07,  1.195334453810856E+08, -7.408497301928699E+03, -2.455383349236411E+01,  1.745211970982307E+01,  4.630897718271854E-05,  4.934980757056337E+02,  1.479470011340620E+08, -3.680474151265510E-01,
2460995.875000000, A.D. 2025-Nov-16 09:00:00.0000,  8.717249033472086E+07,  1.195376337485602E+08, -7.408486212424934E+03, -2.455469807399454E+01,  1.745094257047728E+01,  4.610357171586088E-05,  4.934977810684103E+02,  1.479469128040446E+08, -3.680360629362001E-01,
2460995.877777778, A.D. 2025-Nov-16 09:04:00.0000,  8.716659710343906E+07,  1.195418218335156E+08, -7.408475172236562E+03, -2.455556259808527E+01,  1.744976538372957E+01,  4.589783925457169E-05,  4.934974864402749E+02,  1.479468244767517E+08, -3.680247117822774E-01,
2460995.880555556, A.D. 2025-Nov-16 09:08:00.0000,  8.716070366467838E+07,  1.195460096359406E+08, -7.408464181490242E+03, -2.455642706463189E+01,  1.744858814958356E+01,  4.569177991786688E-05,  4.934971918212262E+02,  1.479467361521829E+08, -3.680133616634388E-01,
2460995.883333333, A.D. 2025-Nov-16 09:12:00.0000,  8.715481001845264E+07,  1.195501971558236E+08, -7.408453240215778E+03, -2.455729147362999E+01,  1.744741086804279E+01,  4.548539384074957E-05,  4.934968972112634E+02,  1.479466478303380E+08, -3.680020125783837E-01,
2460995.886111111, A.D. 2025-Nov-16 09:16:00.0000,  8.714891616477565E+07,  1.195543843931535E+08, -7.408442348517478E+03, -2.455815582507518E+01,  1.744623353911084E+01,  4.527868114134748E-05,  4.934966026103859E+02,  1.479465595112168E+08, -3.679906645257774E-01,
2460995.888888889, A.D. 2025-Nov-16 09:20:00.0000,  8.714302210366121E+07,  1.195585713479186E+08, -7.408431506477296E+03, -2.455902011896308E+01,  1.744505616279128E+01,  4.507164194667013E-05,  4.934963080185926E+02,  1.479464711948190E+08, -3.679793175043098E-01,
2460995.891666667, A.D. 2025-Nov-16 09:24:00.0000,  8.713712783512315E+07,  1.195627580201078E+08, -7.408420714154840E+03, -2.455988435528927E+01,  1.744387873908769E+01,  4.486427638283885E-05,  4.934960134358827E+02,  1.479463828811443E+08, -3.679679715126628E-01,
2460995.894444444, A.D. 2025-Nov-16 09:28:00.0000,  8.713123335917528E+07,  1.195669444097096E+08, -7.408409971639514E+03, -2.456074853404937E+01,  1.744270126800366E+01,  4.465658457064592E-05,  4.934957188622556E+02,  1.479462945701925E+08, -3.679566265495062E-01,
2460995.897222222, A.D. 2025-Nov-16 09:32:00.0000,  8.712533867583142E+07,  1.195711305167127E+08, -7.408399279020727E+03, -2.456161265523898E+01,  1.744152374954274E+01,  4.444856663976537E-05,  4.934954242977102E+02,  1.479462062619635E+08, -3.679452826135318E-01,
2460995.900000000, A.D. 2025-Nov-16 09:36:00.0000,  8.711944378510538E+07,  1.195753163411056E+08, -7.408388636365533E+03, -2.456247671885371E+01,  1.744034618370851E+01,  4.424022271365402E-05,  4.934951297422459E+02,  1.479461179564568E+08, -3.679339397034129E-01,
2460995.902777778, A.D. 2025-Nov-16 09:40:00.0000,  8.711354868701097E+07,  1.195795018828770E+08, -7.408378043733537E+03, -2.456334072488916E+01,  1.743916857050456E+01,  4.403155291399230E-05,  4.934948351958619E+02,  1.479460296536723E+08, -3.679225978178281E-01,
2460995.905555556, A.D. 2025-Nov-16 09:44:00.0000,  8.710765338156202E+07,  1.195836871420156E+08, -7.408367501251400E+03, -2.456420467334094E+01,  1.743799090993447E+01,  4.382255737489515E-05,  4.934945406585571E+02,  1.479459413536098E+08, -3.679112569554653E-01,
2460995.908333333, A.D. 2025-Nov-16 09:48:00.0000,  8.710175786877237E+07,  1.195878721185100E+08, -7.408357008941472E+03, -2.456506856420467E+01,  1.743681320200181E+01,  4.361323621182578E-05,  4.934942461303310E+02,  1.479458530562689E+08, -3.678999171150029E-01,
2460995.911111111, A.D. 2025-Nov-16 09:52:00.0000,  8.709586214865582E+07,  1.195920568123488E+08, -7.408346566922963E+03, -2.456593239747595E+01,  1.743563544671016E+01,  4.340358955623458E-05,  4.934939516111826E+02,  1.479457647616495E+08, -3.678885782951243E-01,
2460995.913888889, A.D. 2025-Nov-16 09:56:00.0000,  8.708996622122620E+07,  1.195962412235207E+08, -7.408336175248027E+03, -2.456679617315039E+01,  1.743445764406311E+01,  4.319361753601925E-05,  4.934936571011111E+02,  1.479456764697512E+08, -3.678772404945013E-01,
2460995.916666667, A.D. 2025-Nov-16 10:00:00.0000,  8.708407008649731E+07,  1.196004253520142E+08, -7.408325834013522E+03, -2.456765989122360E+01,  1.743327979406423E+01,  4.298332026841933E-05,  4.934933626001157E+02,  1.479455881805740E+08, -3.678659037118188E-01,
2460995.919444445, A.D. 2025-Nov-16 10:04:00.0000,  8.707817374448301E+07,  1.196046091978180E+08, -7.408315543279052E+03, -2.456852355169120E+01,  1.743210189671712E+01,  4.277269788222071E-05,  4.934930681081957E+02,  1.479454998941174E+08, -3.678545679457552E-01,
2460995.922222222, A.D. 2025-Nov-16 10:08:00.0000,  8.707227719519711E+07,  1.196087927609208E+08, -7.408305303126574E+03, -2.456938715454879E+01,  1.743092395202535E+01,  4.256175050798561E-05,  4.934927736253501E+02,  1.479454116103813E+08, -3.678432331949984E-01,
2460995.925000000, A.D. 2025-Nov-16 10:12:00.0000,  8.706638043865344E+07,  1.196129760413112E+08, -7.408295113667846E+03, -2.457025069979199E+01,  1.742974595999251E+01,  4.235047826384175E-05,  4.934924791515781E+02,  1.479453233293654E+08, -3.678318994582205E-01,
2460995.927777778, A.D. 2025-Nov-16 10:16:00.0000,  8.706048347486581E+07,  1.196171590389778E+08, -7.408284974932671E+03, -2.457111418741641E+01,  1.742856792062218E+01,  4.213888128035137E-05,  4.934921846868791E+02,  1.479452350510694E+08, -3.678205667340966E-01,
2460995.930555556, A.D. 2025-Nov-16 10:20:00.0000,  8.705458630384809E+07,  1.196213417539093E+08, -7.408274887032807E+03, -2.457197761741768E+01,  1.742738983391796E+01,  4.192695968363580E-05,  4.934918902312521E+02,  1.479451467754933E+08, -3.678092350213260E-01,
2460995.933333333, A.D. 2025-Nov-16 10:24:00.0000,  8.704868892561407E+07,  1.196255241860943E+08, -7.408264850012958E+03, -2.457284098979140E+01,  1.742621169988343E+01,  4.171471359715184E-05,  4.934915957846964E+02,  1.479450585026366E+08, -3.677979043185775E-01,
2460995.936111111, A.D. 2025-Nov-16 10:28:00.0000,  8.704279134017761E+07,  1.196297063355215E+08, -7.408254863992333E+03, -2.457370430453318E+01,  1.742503351852218E+01,  4.150214314702083E-05,  4.934913013472110E+02,  1.479449702324991E+08, -3.677865746245228E-01,
2460995.938888889, A.D. 2025-Nov-16 10:32:00.0000,  8.703689354755251E+07,  1.196338882021794E+08, -7.408244929008186E+03, -2.457456756163866E+01,  1.742385528983780E+01,  4.128924846025228E-05,  4.934910069187954E+02,  1.479448819650806E+08, -3.677752459378517E-01,
2460995.941666667, A.D. 2025-Nov-16 10:36:00.0000,  8.703099554775263E+07,  1.196380697860568E+08, -7.408235045172274E+03, -2.457543076110343E+01,  1.742267701383387E+01,  4.107602966385571E-05,  4.934907124994484E+02,  1.479447937003810E+08, -3.677639182572505E-01,
2460995.944444444, A.D. 2025-Nov-16 10:40:00.0000,  8.702509734079181E+07,  1.196422510871423E+08, -7.408225212544203E+03, -2.457629390292312E+01,  1.742149869051399E+01,  4.086248687862337E-05,  4.934904180891696E+02,  1.479447054383998E+08, -3.677525915813848E-01,
2460995.947222222, A.D. 2025-Nov-16 10:44:00.0000,  8.701919892668384E+07,  1.196464321054245E+08, -7.408215431213379E+03, -2.457715698709336E+01,  1.742032031988175E+01,  4.064862023778204E-05,  4.934901236879580E+02,  1.479446171791369E+08, -3.677412659089488E-01,
2460995.950000000, A.D. 2025-Nov-16 10:48:00.0000,  8.701330030544260E+07,  1.196506128408920E+08, -7.408205701224506E+03, -2.457802001360976E+01,  1.741914190194075E+01,  4.043442986212398E-05,  4.934898292958127E+02,  1.479445289225921E+08, -3.677299412386099E-01,
2460995.952777778, A.D. 2025-Nov-16 10:52:00.0000,  8.700740147708191E+07,  1.196547932935336E+08, -7.408196022719145E+03, -2.457888298246794E+01,  1.741796343669458E+01,  4.021991588221141E-05,  4.934895349127331E+02,  1.479444406687650E+08, -3.677186175690559E-01,
2460995.955555555, A.D. 2025-Nov-16 10:56:00.0000,  8.700150244161564E+07,  1.196589734633379E+08, -7.408186395704746E+03, -2.457974589366353E+01,  1.741678492414683E+01,  4.000507841972478E-05,  4.934892405387183E+02,  1.479443524176556E+08, -3.677072948989715E-01,
2460995.958333333, A.D. 2025-Nov-16 11:00:00.0000,  8.699560319905758E+07,  1.196631533502934E+08, -7.408176820300519E+03, -2.458060874719214E+01,  1.741560636430110E+01,  3.978991760344996E-05,  4.934889461737674E+02,  1.479442641692634E+08, -3.676959732270240E-01,
2460995.961111111, A.D. 2025-Nov-16 11:04:00.0000,  8.698970374942160E+07,  1.196673329543890E+08, -7.408167296566069E+03, -2.458147154304939E+01,  1.741442775716098E+01,  3.957443356217283E-05,  4.934886518178799E+02,  1.479441759235884E+08, -3.676846525519027E-01,
2460995.963888889, A.D. 2025-Nov-16 11:08:00.0000,  8.698380409272152E+07,  1.196715122756131E+08, -7.408157824583352E+03, -2.458233428123092E+01,  1.741324910273007E+01,  3.935862641668564E-05,  4.934883574710545E+02,  1.479440876806301E+08, -3.676733328722863E-01,
2460995.966666667, A.D. 2025-Nov-16 11:12:00.0000,  8.697790422897121E+07,  1.196756913139545E+08, -7.408148404456675E+03, -2.458319696173234E+01,  1.741207040101198E+01,  3.914249629843880E-05,  4.934880631332911E+02,  1.479439994403885E+08, -3.676620141868495E-01,
2460995.969444444, A.D. 2025-Nov-16 11:16:00.0000,  8.697200415818450E+07,  1.196798700694018E+08, -7.408139036223292E+03, -2.458405958454928E+01,  1.741089165201030E+01,  3.892604332911276E-05,  4.934877688045882E+02,  1.479439112028632E+08, -3.676506964942789E-01,
2460995.972222222, A.D. 2025-Nov-16 11:20:00.0000,  8.696610388037524E+07,  1.196840485419437E+08, -7.408129719980061E+03, -2.458492214967736E+01,  1.740971285572862E+01,  3.870926764104610E-05,  4.934874744849455E+02,  1.479438229680541E+08, -3.676393797932494E-01,
2460995.975000000, A.D. 2025-Nov-16 11:24:00.0000,  8.696020339555727E+07,  1.196882267315687E+08, -7.408120455801487E+03, -2.458578465711222E+01,  1.740853401217056E+01,  3.849216935680744E-05,  4.934871801743620E+02,  1.479437347359608E+08, -3.676280640824508E-01,
2460995.977777778, A.D. 2025-Nov-16 11:28:00.0000,  8.695430270374443E+07,  1.196924046382657E+08, -7.408111243754625E+03, -2.458664710684948E+01,  1.740735512133971E+01,  3.827474860340629E-05,  4.934868858728369E+02,  1.479436465065832E+08, -3.676167493605419E-01,
2460995.980555556, A.D. 2025-Nov-16 11:32:00.0000,  8.694840180495061E+07,  1.196965822620232E+08, -7.408102083943784E+03, -2.458750949888476E+01,  1.740617618323968E+01,  3.805700551140490E-05,  4.934865915803696E+02,  1.479435582799211E+08, -3.676054356262333E-01,
2460995.983333333, A.D. 2025-Nov-16 11:36:00.0000,  8.694250069918960E+07,  1.197007596028299E+08, -7.408092976421118E+03, -2.458837183321370E+01,  1.740499719787406E+01,  3.783894020337186E-05,  4.934862972969589E+02,  1.479434700559741E+08, -3.675941228781742E-01,
2460995.986111111, A.D. 2025-Nov-16 11:40:00.0000,  8.693659938647528E+07,  1.197049366606744E+08, -7.408083921276033E+03, -2.458923410983193E+01,  1.740381816524647E+01,  3.762055280454035E-05,  4.934860030226045E+02,  1.479433818347420E+08, -3.675828111150705E-01,
2460995.988888889, A.D. 2025-Nov-16 11:44:00.0000,  8.693069786682150E+07,  1.197091134355454E+08, -7.408074918590486E+03, -2.459009632873508E+01,  1.740263908536051E+01,  3.740184344902531E-05,  4.934857087573052E+02,  1.479432936162247E+08, -3.675715003355824E-01,
2460995.991666667, A.D. 2025-Nov-16 11:48:00.0000,  8.692479614024210E+07,  1.197132899274316E+08, -7.408065968416631E+03, -2.459095848991876E+01,  1.740145995821978E+01,  3.718281225761899E-05,  4.934854145010605E+02,  1.479432054004218E+08, -3.675601905383998E-01,
2460995.994444444, A.D. 2025-Nov-16 11:52:00.0000,  8.691889420675096E+07,  1.197174661363216E+08, -7.408057070851326E+03, -2.459182059337863E+01,  1.740028078382789E+01,  3.696345935821910E-05,  4.934851202538695E+02,  1.479431171873331E+08, -3.675488817222040E-01,
2460995.997222222, A.D. 2025-Nov-16 11:56:00.0000,  8.691299206636189E+07,  1.197216420622040E+08, -7.408048225976527E+03, -2.459268263911030E+01,  1.739910156218846E+01,  3.674378487872332E-05,  4.934848260157314E+02,  1.479430289769584E+08, -3.675375738856604E-01,
2460996.000000000, A.D. 2025-Nov-16 12:00:00.0000,  8.690708971908881E+07,  1.197258177050677E+08, -7.408039433866739E+03, -2.459354462710943E+01,  1.739792229330509E+01,  3.652378894702935E-05,  4.934845317866456E+02,  1.479429407692976E+08, -3.675262670274666E-01,
2460996.002777778, A.D. 2025-Nov-16 12:04:00.0000,  8.690118716494551E+07,  1.197299930649011E+08, -7.408030694589019E+03, -2.459440655737162E+01,  1.739674297718138E+01,  3.630347168748216E-05,  4.934842375666109E+02,  1.479428525643502E+08, -3.675149611462946E-01,
2460996.005555556, A.D. 2025-Nov-16 12:08:00.0000,  8.689528440394588E+07,  1.197341681416929E+08, -7.408022008232772E+03, -2.459526842989253E+01,  1.739556361382095E+01,  3.608283323597306E-05,  4.934839433556269E+02,  1.479427643621161E+08, -3.675036562408191E-01,
2460996.008333333, A.D. 2025-Nov-16 12:12:00.0000,  8.688938143610379E+07,  1.197383429354319E+08, -7.408013374857605E+03, -2.459613024466779E+01,  1.739438420322742E+01,  3.586187370618887E-05,  4.934836491536928E+02,  1.479426761625952E+08, -3.674923523097313E-01,
2460996.011111111, A.D. 2025-Nov-16 12:16:00.0000,  8.688347826143305E+07,  1.197425174461067E+08, -7.408004794560373E+03, -2.459699200169302E+01,  1.739320474540439E+01,  3.564059323579727E-05,  4.934833549608075E+02,  1.479425879657870E+08, -3.674810493516937E-01,
2460996.013888889, A.D. 2025-Nov-16 12:20:00.0000,  8.687757487994759E+07,  1.197466916737060E+08, -7.407996267400682E+03, -2.459785370096388E+01,  1.739202524035547E+01,  3.541899195003140E-05,  4.934830607769707E+02,  1.479424997716914E+08, -3.674697473654115E-01,
2460996.016666667, A.D. 2025-Nov-16 12:24:00.0000,  8.687167129166122E+07,  1.197508656182183E+08, -7.407987793467939E+03, -2.459871534247599E+01,  1.739084568808429E+01,  3.519706997234806E-05,  4.934827666021811E+02,  1.479424115803082E+08, -3.674584463495375E-01,
2460996.019444444, A.D. 2025-Nov-16 12:28:00.0000,  8.686576749658781E+07,  1.197550392796324E+08, -7.407979372821748E+03, -2.459957692622500E+01,  1.738966608859446E+01,  3.497482743597402E-05,  4.934824724364382E+02,  1.479423233916371E+08, -3.674471463027691E-01,
2460996.022222222, A.D. 2025-Nov-16 12:32:00.0000,  8.685986349474125E+07,  1.197592126579370E+08, -7.407971005581319E+03, -2.460043845220655E+01,  1.738848644188958E+01,  3.475226446170154E-05,  4.934821782797414E+02,  1.479422352056778E+08, -3.674358472237813E-01,
2460996.025000000, A.D. 2025-Nov-16 12:36:00.0000,  8.685395928613538E+07,  1.197633857531208E+08, -7.407962691761553E+03, -2.460129992041627E+01,  1.738730674797329E+01,  3.452938118542193E-05,  4.934818841320896E+02,  1.479421470224303E+08, -3.674245491112539E-01,
2460996.027777778, A.D. 2025-Nov-16 12:40:00.0000,  8.684805487078406E+07,  1.197675585651723E+08, -7.407954431489110E+03, -2.460216133084980E+01,  1.738612700684919E+01,  3.430617772970379E-05,  4.934815899934821E+02,  1.479420588418942E+08, -3.674132519638604E-01,
2460996.030555556, A.D. 2025-Nov-16 12:44:00.0000,  8.684215024870120E+07,  1.197717310940803E+08, -7.407946224838495E+03, -2.460302268350279E+01,  1.738494721852091E+01,  3.408265421978030E-05,  4.934812958639183E+02,  1.479419706640693E+08, -3.674019557802901E-01,
2460996.033333333, A.D. 2025-Nov-16 12:48:00.0000,  8.683624541990061E+07,  1.197759033398334E+08, -7.407938071846962E+03, -2.460388397837088E+01,  1.738376738299207E+01,  3.385881079243092E-05,  4.934810017433973E+02,  1.479418824889553E+08, -3.673906605592168E-01,
